id,genres,vote_average,vote_count,name,developer,publisher
4318,Action|Arcade|,3.8,8486,Killer Instinct,Iron Galaxy,Iron Galaxy
4319,Action|Casual|,3.1,5456,Ruzh Delta Z,Pribuni,Pribuni
4320,Strategy|Casual|,1.7,4333,The Jackbox Party Pack 4,Jackbox Games| Inc.,Jackbox Games| Inc.
4321,2D|Sci-fi|Adventure|Horror|Story Rich|Casual|,3.2,3109,The Walsingham Files - Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions
4322,Sci-fi|2D|Adventure|Simulation|RPG|Story Rich|Strategy|,1.8,2574,The Long Journey Home,Daedalic Studio West,Daedalic Studio West
4323,Simulation|,4.3,6332,Wings Over Europe,Third Wire Productions,Third Wire Productions
4324,Action|2D|Adventure|Story Rich|Casual|Arcade|,0.0,3588,Road Scars: Origins,NukGames,NukGames
4325,Action|Adventure|FPS|,3.0,7628,Metal War Online: Retribution,GDT Limited,GDT Limited
4326,Sci-fi|Strategy|,4.6,5868,Sword of the Stars II: Enhanced Edition,Kerberos Productions,Kerberos Productions
4327,Adventure|Puzzle|,1.5,4174,Secret Files: Tunguska,Animation Arts,Animation Arts
4328,Adventure|RPG|,2.6,9642,Warriors of Vilvatikta,RPG Video,RPG Video
4329,Action|Simulation|,2.9,9482,Drift Horizon Online,JDM4iK Games,JDM4iK Games
4330,Action|Adventure|Casual|,2.9,1083,Fishy,keron veal,keron veal
4331,2D|Adventure|Horror|Story Rich|,2.3,5201,Richard & Alice,Owl Cave,Owl Cave
4332,Action|FPS|Story Rich|Strategy|Atmospheric|,2.4,6953,Brothers in Arms: Hell's Highway,Gearbox Software,Gearbox Software
4333,Strategy|,3.5,2717,The Seven Years War (1756-1763),Oliver Keppelmüller,Oliver Keppelmüller
4334,Simulation|FPS|,0.2,7793,AIShoujo/AI,ILLUSION,ILLUSION
4335,2D|Adventure|Horror|Story Rich|Atmospheric|,4.7,1652,Football Game,Cloak and Dagger Games,Cloak and Dagger Games
4336,Action|Casual|,2.7,2476,Chroma Blast,William Cheek,William Cheek
4337,Action|2D|Puzzle|Adventure|Horror|Strategy|,3.9,9528,2Dark,Gloomywood,Gloomywood
4338,Casual|,0.6,9008,Emerland Solitaire: Endless Journey,Rainbow Games,Rainbow Games
4339,Action|Adventure|Puzzle|Horror|,1.5,5958,Deceased,BT Studios,BT Studios
4340,Action|2D|Adventure|,0.9,8358,The Disney Afternoon Collection,Capcom|Digital Eclipse,Capcom|Digital Eclipse
4341,Action|2D|Casual|,4.4,8901,Sugar Cube: Bittersweet Factory,Turtle Cream,Turtle Cream
4342,Puzzle|Simulation|Horror|Colorful|Casual|,0.3,2875,Water Bears VR,Schell Games,Schell Games
4343,2D|Story Rich|RPG|,3.4,3536,Tales of the Elements,Last BeNeVoLeNcE,Last BeNeVoLeNcE
4344,Action|2D|Adventure|Colorful|,1.2,9453,Guacamelee! Gold Edition,DrinkBox Studios,DrinkBox Studios
4345,2D|Action|RPG|Fantasy|Strategy|Casual|,0.7,2494,Grim Clicker,EvilCharm Games,EvilCharm Games
4346,Strategy|,3.8,3643,Victoria I Complete,Paradox Development Studio,Paradox Development Studio
4347,Adventure|,0.4,4867,There is No GreenDam,格林达姆136工程团,格林达姆136工程团
4348,Sci-fi|Puzzle|Simulation|Strategy|,3.9,9776,Colonials Programme,CookieLegends,CookieLegends
4349,Adventure|Horror|Casual|,3.0,4435,The Last Weekend,KEXBOY,KEXBOY
4350,Adventure|Puzzle|Story Rich|,4.7,3637,Bizarre Earthquake,Proximity Games,Proximity Games
4351,Action|,4.7,5311,TwelveSky 2 Classic,SG Data,SG Data
4352,Sci-fi|Simulation|Strategy|,4.9,8774,How do you like it  Elon Musk?,unbeGames,unbeGames
4353,Adventure|Puzzle|,3.2,8220,1954 Alcatraz,Daedalic Entertainment|Irresponsible Games,Daedalic Entertainment|Irresponsible Games
4354,Action|2D|RPG|,1.2,5640,Super Trench Attack!,Retro Army Limited,Retro Army Limited
4355,RPG|Story Rich|Strategy|Atmospheric|,4.9,7470,ATOM RPG: Post-apocalyptic indie game,AtomTeam,AtomTeam
4356,Action|Casual|,0.2,7856,Goats on a Bridge,Cabygon,Cabygon
4357,Puzzle|Strategy|Casual|,0.0,3920,Puzzler World 2,Ideas Pad,Ideas Pad
4358,Casual|,0.3,1497,JermaSlots,Steve \Khad\ Grant,Steve \Khad\ Grant
4359,Action|Adventure|Strategy|Casual|,2.9,6254,Take Thy Throne,Charyb Games,Charyb Games
4360,Action|Casual|,4.1,3132,Sound Shift,Matthew Brown,Matthew Brown
4361,Adventure|RPG|,1.6,5748,Sink Again,Flatcoon,Flatcoon
4362,Adventure|Fantasy|RPG|Strategy|,2.0,4999,Heroes of Might & Magic V: Tribes of the East,Nival,Nival
4363,Puzzle|Simulation|,1.3,1378,Hacker Evolution,exosyphen studios,exosyphen studios
4364,Casual|,0.5,6464,Car Crash Couch Party,Fogbound,Fogbound
4365,Action|Adventure|Casual|,2.7,6067,Sos i Pie Sos,Easy game,Easy game
4366,Puzzle|Casual|,4.7,9584,Tenrow,Cleverweek,Cleverweek
4367,Adventure|,1.5,9888,An Imp? A Fiend!,Blaze Epic,Blaze Epic
4368,Puzzle|Adventure|Fantasy|Casual|,3.6,9244,Riddles of the Owls Kingdom,DigiMight,DigiMight
4369,Action|2D|Sci-fi|RPG|,0.8,520,NeuroVoider,Flying Oak Games,Flying Oak Games
4370,Action|Horror|,1.0,2106,Fovos VR,OnSkull Games,OnSkull Games
4371,Action|Adventure|Simulation|Story Rich|,3.9,3762,Thief Simulator VR,GameBoom VR,GameBoom VR
4372,Puzzle|Simulation|Casual|,4.9,8272,7 Billion Humans,Tomorrow Corporation,Tomorrow Corporation
4373,,1.4,1780,Backyard Brawl,Fullbrik Games,Fullbrik Games
4374,Simulation|Strategy|,3.1,3694,Cities in Motion 2,Colossal Order Ltd.,Colossal Order Ltd.
4375,Sci-fi|2D|Simulation|Strategy|,4.1,5150,Creeper World 3: Arc Eternal,Knuckle Cracker,Knuckle Cracker
4376,2D|Puzzle|Adventure|Horror|Story Rich|Casual|Atmospheric|,1.2,8438,Rusty Lake Hotel,Rusty Lake,Rusty Lake
4377,Action|FPS|Story Rich|Strategy|Atmospheric|,1.7,5743,Tanki Online,Alternativa Game Ltd.,Alternativa Game Ltd.
4378,Action|RPG|Strategy|,3.5,9224,DYNASTY WARRIORS 8 Empires,KOEI TECMO GAMES CO.| LTD.,KOEI TECMO GAMES CO.| LTD.
4379,Action|Sci-fi|Simulation|FPS|,4.3,3044,Space Nations - Battlearena,Linked Bits,Linked Bits
4380,Adventure|RPG|Story Rich|Strategy|,0.3,7104,Expeditions: Conquistador,Logic Artists,Logic Artists
4381,Sci-fi|Strategy|Atmospheric|,1.8,7010,Protolife,Volcanic Giraffe,Volcanic Giraffe
4382,Action|,2.1,7178,Space Fighter,Roger Barton,Roger Barton
4383,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,2.1,8887,Risen,Piranha Bytes,Piranha Bytes
4384,2D|Adventure|Puzzle|Strategy|Casual|Arcade|,4.0,2424,The Basement Collection,Edmund McMillen|Tyler Glaiel,Edmund McMillen|Tyler Glaiel
4385,Action|Story Rich|,4.1,6823,SENRAN KAGURA Burst Re:Newal,Tamsoft,Tamsoft
4386,Action|Casual|,1.5,6948,Brawlout,Angry Mob Games,Angry Mob Games
4387,Sci-fi|Simulation|Strategy|,3.2,4501,Space Station Continuum,N-Body Solutions,N-Body Solutions
4388,Action|Sci-fi|RPG|Story Rich|,2.0,3905,STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster,Square Enix|tri-Ace,Square Enix|tri-Ace
4389,Puzzle|Simulation|,2.8,767,Hacker Evolution: Untold,exosyphen studios,exosyphen studios
4390,Strategy|Casual|,0.7,9368,Crazy Plant Shop,Filament Games,Filament Games
4391,Action|Story Rich|RPG|Strategy|,0.3,5762,Valkyria Chronicles,SEGA,SEGA
4392,Action|Puzzle|Adventure|Simulation|Strategy|Casual|,1.0,4010,Train Valley,Alexey Davydov|Sergey Dvoynikov|Timofey Shargorodskiy,Alexey Davydov|Sergey Dvoynikov|Timofey Shargorodskiy
4393,Action|2D|Atmospheric|,3.4,9929,Steel Sword Story,8bits fanatics|KADOKAWA CORPORATION,8bits fanatics|KADOKAWA CORPORATION
4394,Strategy|Casual|,0.7,5617,Heroes Showdown,PATHFINDER8,PATHFINDER8
4395,2D|Simulation|Strategy|,3.3,8849,REDCON,Hexage,Hexage
4396,Action|Adventure|Puzzle|RPG|Fantasy|Atmospheric|,3.2,4863,Legend of Grimrock 2,Almost Human Games,Almost Human Games
4397,Action|RPG|Fantasy|Strategy|,0.9,2337,Deathtrap,NeocoreGames,NeocoreGames
4398,Action|2D|RPG|,1.1,7627,Serious Sam: The Random Encounter,Vlambeer|Croteam,Vlambeer|Croteam
4399,Adventure|Casual|,0.9,6831,Laserium,Garage Games,Garage Games
4400,,2.1,7271,MUD Motocross World Championship,Milestone S.r.l.,Milestone S.r.l.
4401,Adventure|Casual|,1.3,3084,Otaku's Fantasy,Dieselmine,Dieselmine
4402,Strategy|Casual|,2.4,7270,Battle Chess: Game of Kings,Olde Sküül|Sculptured Software,Olde Sküül|Sculptured Software
4403,Action|FPS|,1.3,7267,Capsular,Gunschlinger,Gunschlinger
4404,Action|Adventure|,3.4,7324,Captain Lycop : Invasion of the Heters,Aéronie,Aéronie
4405,Adventure|RPG|Fantasy|,3.9,2918,Might & Magic X - Legacy,Ubisoft,Ubisoft
4406,Action|Simulation|Strategy|Casual|,5.0,9065,Infectonator 3: Apocalypse,Toge Productions,Toge Productions
4407,Strategy|,4.6,9952,Elven Legacy: Ranger,1C:InoCo,1C:InoCo
4408,Action|2D|Puzzle|Adventure|Casual|,4.3,3960,ibb & obb,Sparpweed|Codeglue,Sparpweed|Codeglue
4409,Action|2D|Adventure|RPG|,1.6,6088,Princess Remedy in a World of Hurt,Ludosity|Remar Games,Ludosity|Remar Games
4410,Sci-fi|2D|Story Rich|,4.9,5460,Hellink,Ikigai,Ikigai
4411,2D|Simulation|Strategy|Casual|,4.2,7323,112 Operator,Jutsu Games,Jutsu Games
4412,Simulation|,1.1,7720,Hacker Evolution Duality,exosyphen studios,exosyphen studios
4413,Action|Horror|,0.0,647,Terrordrome - Reign of the Legends,Huracan Studio,Huracan Studio
4414,Simulation|RPG|,1.6,2531,WolfQuest: Anniversary Edition,eduweb,eduweb
4415,Adventure|Puzzle|Horror|Casual|,1.5,1293,Zombie Solitaire,rokaplay,rokaplay
4416,Action|Adventure|Puzzle|Casual|,1.2,3496,The Maw,Twisted Pixel Games,Twisted Pixel Games
4417,Simulation|Strategy|,4.2,2160,Airline Tycoon 2,b-Alive,b-Alive
4418,Action|2D|Colorful|,3.4,4286,UltraGoodness,Rasul Mono,Rasul Mono
4419,,4.5,3407,INFINITI VR,The Pulse,The Pulse
4420,Action|Sci-fi|Horror|FPS|Atmospheric|,0.2,6762,SECTOR,UD,UD
4421,Sci-fi|2D|Adventure|Horror|Story Rich|Casual|,4.9,8440,Blossoms Bloom Brightest,Reine Works,Reine Works
4422,Action|Adventure|RPG|Fantasy|Strategy|Casual|,4.4,3303,Endless World Idle RPG,Radiance Games,Radiance Games
4423,Sci-fi|Simulation|Strategy|Atmospheric|,3.9,8558,Space Rogue,Red Beat,Red Beat
4424,Action|,4.5,1649,  / Barrage Musical  ~A Fantasy of Tempest~,SlimeSmile,SlimeSmile
4425,Strategy|,3.2,2723,Elven Legacy: Siege,1C:InoCo,1C:InoCo
4426,Action|Simulation|,4.2,2342,IL-2 Sturmovik: 1946,1C: Maddox Games,1C: Maddox Games
4427,Action|Story Rich|Arcade|,2.2,1538,GUILTY GEAR Xrd -SIGN-,Arc System Works,Arc System Works
4428,2D|Action|Puzzle|,4.3,7193,Sharp,alkaitagi|PerfectHumanInterface,alkaitagi|PerfectHumanInterface
4429,Action|Adventure|Fantasy|,2.8,8517,Curse of the Dead Gods,Passtech Games,Passtech Games
4430,Adventure|Puzzle|Horror|Strategy|Casual|,2.1,9560,Ahnayro: The Dream World,Alice & Smith,Alice & Smith
4431,Strategy|Casual|,3.4,5492,Nanomedix Inc,ItRuStore Games,ItRuStore Games
4432,Action|Simulation|Strategy|,1.9,5385,Project RTD: Random Tower Defense PvP,NGELGAMES,NGELGAMES
4433,Action|Adventure|Casual|,4.8,8426,Muffin Knight,Angry Mob Games,Angry Mob Games
4434,Action|2D|Simulation|Strategy|Casual|,2.8,9343,Happy Room,Mana Potion Studios,Mana Potion Studios
4435,Adventure|Casual|,1.7,7530,Hidden Object 6-in-1 bundle,Alawar Entertainment,Alawar Entertainment
4436,Action|,0.7,8496,RC Mini Racers,Decane,Decane
4437,Action|2D|Strategy|,3.8,5900,Worms Revolution,Team17 Digital Ltd,Team17 Digital Ltd
4438,RPG|Strategy|,2.8,3903,New Age,G-type,G-type
4439,Action|Adventure|RPG|Atmospheric|,0.0,7355,The Black Death,Syrin Studios|Small Impact Games,Syrin Studios|Small Impact Games
4440,2D|Adventure|Horror|RPG|Strategy|,0.7,898,Chainsaw Warrior,Auroch Digital,Auroch Digital
4441,2D|Sci-fi|Adventure|Strategy|,2.0,1338,Galaxy Admirals,Jetdogs Studios,Jetdogs Studios
4442,2D|Puzzle|Adventure|Simulation|RPG|Fantasy|Casual|Arcade|,3.2,6823,The Adventurer - Episode 2: New Dreams,ZemunBRE,ZemunBRE
4443,Action|FPS|,4.4,9740,Breach of Contract Reloaded,Toy Soldier Studios,Toy Soldier Studios
4444,,0.1,6158,Ohmicide,Ohm Force,Ohm Force
4445,Casual|,3.5,3442,Mahjong Pretty Girls Battle,Zoo Corporation,Zoo Corporation
4446,2D|RPG|,4.2,1793,Damascus,Team Teal,Team Teal
4447,Action|Adventure|RPG|Fantasy|Atmospheric|,5.0,2870,Underworld Ascendant,OtherSide Entertainment,OtherSide Entertainment
4448,Action|2D|,3.1,6023,OlliOlli2: Welcome to Olliwood,Roll7,Roll7
4449,2D|RPG|Fantasy|,3.3,787,Zoological Era,Jareed Dempsey,Jareed Dempsey
4450,Strategy|,4.7,1609,Elven Legacy: Magic,1C:InoCo,1C:InoCo
4451,Simulation|Casual|Atmospheric|,3.8,2092,Stream Racer,LUVI GAMES,LUVI GAMES
4452,2D|Sci-fi|Simulation|RPG|Strategy|,0.6,1495,The Spatials: Galactology,Weird and Wry,Weird and Wry
4453,2D|Casual|,2.5,9759,Everland (Stress Test),Everland MMO,Everland MMO
4454,Simulation|Strategy|,2.3,9762,Galimulator,Snoddasmannen,Snoddasmannen
4455,Adventure|RPG|Story Rich|Casual|,4.1,9885,,舞刀弄影|舒尔佳,舞刀弄影|舒尔佳
4456,Casual|,3.3,3163,Mahjong Club,PrinceXI,PrinceXI
4457,Simulation|Strategy|,3.5,7991,Villagers,bumblebee.,bumblebee.
4458,Action|Casual|Arcade|,1.6,4016,Swarm Arena,Dedication Games,Dedication Games
4459,Action|Strategy|Casual|,2.4,3937,Plants vs. Zombies: Battle for Neighborville,PopCap,PopCap
4460,2D|Puzzle|Horror|Colorful|Casual|,0.7,5667,Sarcophag,Crew Lab,Crew Lab
4461,Action|Adventure|,4.7,3559,Debtor,SharkGame,SharkGame
4462,Simulation|Colorful|Strategy|Casual|,2.7,4763,Flotsam,Pajama Llama Games,Pajama Llama Games
4463,Action|Simulation|FPS|Casual|,1.5,6347,NEKO-NIN exHeart +PLUS Nachi,Whirlpool,Whirlpool
4464,Casual|,2.0,3401,Mahjong Pretty Girls Battle : School Girls Edition,Zoo Corporation,Zoo Corporation
4465,Action|Adventure|RPG|Story Rich|Fantasy|Atmospheric|,0.9,8281,GreedFall,Spiders,Spiders
4466,Simulation|Colorful|Casual|Atmospheric|,1.4,5338,Fugl,Team Fugl,Team Fugl
4467,Strategy|Casual|,0.2,4071,Zombie Wars: Invasion,DNZY Games,DNZY Games
4468,Action|Sci-fi|Puzzle|Adventure|Horror|FPS|Atmospheric|,3.6,5775,Transmissions: Element 120,Shokunin|Thomas M. Visser|Vincent Thiele,Shokunin|Thomas M. Visser|Vincent Thiele
4469,Action|Sci-fi|,4.7,3449,Headlander,Double Fine Productions,Double Fine Productions
4470,Adventure|RPG|Story Rich|Atmospheric|,4.8,7313,Winter Voices,Clara Lehenaff,Clara Lehenaff
4471,Puzzle|Simulation|Casual|,3.2,1471,Bloop Reloaded,2SD,2SD
4472,Action|Fantasy|Strategy|Arcade|,0.5,2284,Timewalk Tower Defense,Maxeymus Games,Maxeymus Games
4473,Simulation|,2.5,6944,Shift 2 Unleashed,Slightly Mad Studios,Slightly Mad Studios
4474,Action|Strategy|,3.4,4018,Tower Wars,SuperVillain Studios,SuperVillain Studios
4475,2D|Adventure|RPG|,1.8,724,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Zeboyd Games,Zeboyd Games
4476,Action|Adventure|Strategy|,0.3,983,TRAPPED,Cheap Fun Games,Cheap Fun Games
4477,Action|Sci-fi|Adventure|Horror|Story Rich|Fantasy|Atmospheric|,2.7,7824,Valley,Blue Isle Studios,Blue Isle Studios
4478,Action|Sci-fi|Adventure|FPS|Fantasy|Atmospheric|,3.0,1260,Zeno Clash 2,ACE Team,ACE Team
4479,,1.6,8399,MermaidVR Video Player,Mermaid VR Inc.,Mermaid VR Inc.
4480,2D|Adventure|Puzzle|Casual|Atmospheric|,2.0,6133,Red Comrades 2: For the Great Justice. Reloaded,Buka Development,Buka Development
4481,2D|Action|Adventure|Atmospheric|,2.9,9523,Necken,Joccish,Joccish
4482,2D|Adventure|RPG|Story Rich|Atmospheric|,4.4,9430,Sunless Skies: Sovereign Edition,Failbetter Games,Failbetter Games
4483,Simulation|,1.4,6768,Football Manager 2019 Touch,Sports Interactive,Sports Interactive
4484,Adventure|Puzzle|Simulation|Strategy|Casual|Arcade|,0.2,6209,Robo Do It,Angel Carriola,Angel Carriola
4485,Action|Adventure|Puzzle|,0.6,2652,Tomb Raider V: Chronicles,Core Design,Core Design
4486,Action|Adventure|Horror|RPG|FPS|Atmospheric|,4.6,4958,Eldritch Reanimated,Minor Key Games,Minor Key Games
4487,Puzzle|Strategy|Casual|,3.1,1724,lost cube,愚蠢的人类|聪明的人类,愚蠢的人类|聪明的人类
4488,Action|Sci-fi|2D|Story Rich|Arcade|Atmospheric|,4.1,8889,Solar Struggle,Z-Software,Z-Software
4489,Action|2D|Adventure|Strategy|Casual|,2.7,9539,Worms W.M.D,Team17,Team17
4490,Adventure|,4.8,8894,Jack Orlando: Director's Cut,Toontraxx Studios,Toontraxx Studios
4491,Action|Colorful|RPG|Fantasy|Casual|Arcade|,2.8,3408,MetaMorph: Dungeon Creatures,FireFly Studios,FireFly Studios
4492,2D|Adventure|Casual|,2.9,3870,Beach Bounce,Dharker Studio,Dharker Studio
4493,Horror|Casual|,2.7,9952,AFFECTED: The Manor,Fallen Planet Studios,Fallen Planet Studios
4494,Adventure|Simulation|Horror|Atmospheric|,1.4,9562,ShadowSide,AdroVGames,AdroVGames
4495,,0.6,3493,Mahlone One,VM World Studio,VM World Studio
4496,Action|Adventure|,4.4,4789,The Last Hope: Trump vs Mafia - North Korea,Atomic Fabrik|Cristian Manolachi,Atomic Fabrik|Cristian Manolachi
4497,Action|2D|Adventure|RPG|Arcade|,1.2,8045,Wanderlust Adventures,Yeti Trunk,Yeti Trunk
4498,Action|FPS|RPG|,0.1,7441,Combat Arms: the Classic,VALOFE| NEXON,VALOFE| NEXON
4499,Action|Puzzle|Simulation|,1.5,3997,Luna's Wandering Stars,Serenity Forge,Serenity Forge
4500,Action|Sci-fi|Horror|Arcade|,0.8,4301,Alien Breed: Impact,Team17 Software Ltd.,Team17 Software Ltd.
4501,Action|Sci-fi|Horror|FPS|Atmospheric|,2.6,1722,DOOM 64,id Software|Nightdive Studios,id Software|Nightdive Studios
4502,Strategy|,4.9,3798,Order of War,Wargaming.net,Wargaming.net
4503,Action|2D|Puzzle|RPG|Casual|,2.7,2785,God of Word,Mega Dwarf Inc.,Mega Dwarf Inc.
4504,Adventure|Simulation|RPG|Story Rich|Casual|,1.0,1258,Panzermadels: Tank Dating Simulator,DEVGRU-P,DEVGRU-P
4505,Casual|,3.3,1314,XSOverlay,Xiexe,Xiexe
4506,Simulation|Strategy|Casual|,3.5,2562,Elysium: Blood Games,SimProse Studios,SimProse Studios
4507,2D|Adventure|Story Rich|Casual|,0.2,4365,Adventures of Bertram Fiddle 1: A Dreadly Business,Rumpus,Rumpus
4508,Strategy|Casual|,0.8,5319,Defense Clicker,Albatros Softworks,Albatros Softworks
4509,2D|Puzzle|Casual|,0.8,5059,Super Markup Man,Roppy Chop Studios,Roppy Chop Studios
4510,Action|Simulation|Strategy|,3.4,2467,Wargame: European Escalation,Eugen Systems,Eugen Systems
4511,2D|Adventure|Puzzle|RPG|Story Rich|Fantasy|Casual|,0.3,1809,Greyfox RPG,Lesley Dodd,Lesley Dodd
4512,Action|RPG|Fantasy|Strategy|Atmospheric|,4.8,5178,Hand of Fate 2,Defiant Development,Defiant Development
4513,Action|2D|Sci-fi|Adventure|Simulation|RPG|,4.5,4408,Pixel Privateers,Quadro Delta,Quadro Delta
4514,2D|Puzzle|Horror|Story Rich|,4.7,2731,The Zodiac Trial,Themisian,Themisian
4515,2D|Puzzle|Story Rich|Casual|,0.6,2150,The Tale of Doris and the Dragon - Episode 1,Arrogant Pixel,Arrogant Pixel
4516,Adventure|Story Rich|RPG|Atmospheric|,3.9,1310,Paradise Killer,Kaizen Game Works,Kaizen Game Works
4517,Adventure|Casual|,3.9,2650,Last Inua,Glowforth,Glowforth
4518,Action|Simulation|,3.7,5969,Dieselpunk Wars Prologue,Image Power S.A.|Roasted Games,Image Power S.A.|Roasted Games
4519,Action|Adventure|RPG|Story Rich|Atmospheric|,3.0,4911,Yakuza Kiwami,SEGA,SEGA
4520,Simulation|,1.5,5254,Fish Tycoon 2: Virtual Aquarium,Last Day Of Work,Last Day Of Work
4521,Action|2D|RPG|,2.3,6861,Death Road to Canada,Rocketcat Games|Madgarden,Rocketcat Games|Madgarden
4522,Action|Adventure|Puzzle|Atmospheric|,0.7,1007,Tomb Raider VI: The Angel of Darkness,Core Design,Core Design
4523,2D|Atmospheric|,3.0,6968,how do you Do It?,Nina Freeman|Emmett Butler|Decky Coss|Joni Kittaka,Nina Freeman|Emmett Butler|Decky Coss|Joni Kittaka
4524,Casual|,4.9,1748,NEKOPALIVE,NEKO WORKs,NEKO WORKs
4525,Action|Simulation|,2.2,6723,Motorama,251 Games,251 Games
4526,2D|Action|Adventure|Story Rich|Fantasy|Strategy|Casual|,1.6,8254,Orczz,Camel 101,Camel 101
4527,Action|,1.4,1673,The Tower Of Elements,Wulo Games,Wulo Games
4528,Adventure|Puzzle|Casual|,1.1,5378,Witch's Pranks: Frog's Fortune Collector's Edition,Shaman Games Studio,Shaman Games Studio
4529,Adventure|RPG|Casual|,2.3,4885,Great Hero's Beard,OneShark,OneShark
4530,Action|FPS|Strategy|,4.3,8263,Revelations 2012,Dark Artz Entertainment,Dark Artz Entertainment
4531,2D|Adventure|RPG|Fantasy|,2.4,2345,Game Master Plus,Great Potion Games,Great Potion Games
4532,Action|Sci-fi|Adventure|Fantasy|Story Rich|Arcade|,3.9,1266,Frontiers Reach,Blind Alien Productions,Blind Alien Productions
4533,Horror|FPS|Casual|,2.9,6687,Hide and Seek,Llama Software,Llama Software
4534,Adventure|Horror|,2.9,1146,Alone K.W.,TeamWaterFly,TeamWaterFly
4535,Action|Adventure|Puzzle|Story Rich|Casual|Atmospheric|,3.5,9516,Never Alone (Kisima Ingitchuna),Upper One Games|E-Line Media,Upper One Games|E-Line Media
4536,2D|RPG|Fantasy|Strategy|Casual|,1.3,6800,Monsters' Den: Book of Dread,Monstrum,Monstrum
4537,Action|Adventure|RPG|,4.5,9672,RUNE II: Decapitation Edition,Studio 369,Studio 369
4538,Action|Arcade|Atmospheric|,2.3,2335,It came from space and ate our brains,Triangle Studios,Triangle Studios
4539,2D|Simulation|Strategy|Casual|Atmospheric|,2.4,2388,911 Operator,Jutsu Games,Jutsu Games
4540,Action|FPS|Atmospheric|,2.8,8378,Sniper Ghost Warrior Contracts,CI Games,CI Games
4541,Adventure|Puzzle|Horror|Casual|Atmospheric|,2.7,595,Dance of Death,eight game studio,eight game studio
4542,Sci-fi|Action|FPS|,4.2,4373,Battle Engine Aquila,Lost Toys Ltd,Lost Toys Ltd
4543,Action|2D|Adventure|Horror|,2.7,2926,Blasphemous,The Game Kitchen,The Game Kitchen
4544,Adventure|RPG|Strategy|Casual|,3.2,1901,Hero Zero,Playata GmbH,Playata GmbH
4545,2D|RPG|Fantasy|Strategy|,0.5,3697,Battle Brothers,Overhype Studios,Overhype Studios
4546,Action|Adventure|Casual|,2.4,754,Mission Z,New Games Waves|Softwaves,New Games Waves|Softwaves
4547,2D|Adventure|Colorful|Atmospheric|,0.6,3564,Kitten Adventures in City Park,Lokator Studio,Lokator Studio
4548,Action|2D|Casual|Arcade|,0.8,2265,Miner Mayhem,Anarchy Enterprises,Anarchy Enterprises
4549,Simulation|,1.9,2693,Street Legal Racing: Redline v2.3.1,Invictus Games Ltd.|ImageCode,Invictus Games Ltd.|ImageCode
4550,Simulation|RPG|,2.5,5438,Knights of Pen and Paper 2: Free Edition,Kyy Games,Kyy Games
4551,2D|Adventure|Puzzle|RPG|Fantasy|,3.2,9022,Rogue Port - Red Nightmare,Volens Nolens Games,Volens Nolens Games
4552,2D|Action|Adventure|Puzzle|Story Rich|Casual|Atmospheric|,1.7,9700,Nihilumbra,BeautiFun Games,BeautiFun Games
4553,Adventure|Story Rich|Atmospheric|,3.0,5851,Blues and Bullets,A Crowd of Monsters,A Crowd of Monsters
4554,Action|FPS|,0.9,4947,NAM,TNT Team,TNT Team
4555,2D|RPG|Story Rich|Strategy|,2.1,2239,Two Die,Jon Lamont|Jon Braun,Jon Lamont|Jon Braun
4556,2D|Adventure|Puzzle|Horror|RPG|,0.4,2320,Close Your Eyes [Old Version],Yai Gameworks,Yai Gameworks
4557,Action|Adventure|Puzzle|Simulation|Strategy|Casual|,2.8,8902,Pixel Puzzles 2: RADical ROACH,The Digital Puzzle Company,The Digital Puzzle Company
4558,Action|Adventure|Puzzle|FPS|RPG|,0.9,5256,Lama Azavtani-,NuoMiGame游戏开发工作室|玖日六叔,NuoMiGame游戏开发工作室|玖日六叔
4559,Horror|RPG|Casual|,3.8,8727, Fear surrounds,SaltyEgg Studio,SaltyEgg Studio
4560,Puzzle|Strategy|,4.3,2097,HyperRogue,Zeno Rogue,Zeno Rogue
4561,Action|Adventure|RPG|Fantasy|,2.9,6386,Runes of Magic,Runewaker Entertainment,Runewaker Entertainment
4562,2D|Action|Story Rich|Fantasy|Arcade|,2.5,8710,BlazBlue: Calamity Trigger,Arc System Works,Arc System Works
4563,2D|Action|Fantasy|RPG|Strategy|Casual|,4.9,4105,Crusaders of the Lost Idols,Codename Entertainment Inc.,Codename Entertainment Inc.
4564,Adventure|Puzzle|Fantasy|Casual|,2.0,8992,Lost Lands: A Hidden Object Adventure,FIVE-BN GAMES,FIVE-BN GAMES
4565,Adventure|Puzzle|Horror|Atmospheric|,0.7,4904,Eleusis,Nocturnal works,Nocturnal works
4566,Action|,3.6,2225,Go Kart Run!,Good Free Games To Play,Good Free Games To Play
4567,Adventure|RPG|Fantasy|Strategy|,4.4,5916,AntharioN,Orphic Software,Orphic Software
4568,,2.4,4120,VR DREAM MATCH BASEBALL,SOOTH Inc.,SOOTH Inc.
4569,Action|Adventure|Horror|FPS|Story Rich|Casual|,2.4,4479,Duck Season,Stress Level Zero,Stress Level Zero
4570,Simulation|,1.4,9843,Logistics Company,Crenetic GmbH Studios,Crenetic GmbH Studios
